Revision No,Sale Order No,Distributor Order No,Distributor Code,Customer Code,Distributor Name,Person Incharge,Status,Price Amount,Currency,Creation Date,
00,,11A 768693,9111,REG,Komatsu Europe Int'l,MALIK,In-Process,1189.96,USD,27/06/2020,
00,,PPO017245,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,agafoor-r,In-Process,0.00,USD,25/06/2020,
00,,PPO017163+1,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,27.44,USD,16/06/2020,
00,,12345,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,14/06/2020,
00,,GB/KME/DS-12845,536C-GR,REG,Galadari Trucks & Heavy Equipment,536C-GR,In-Process,0.00,USD,14/06/2020,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,09/06/2020,
00,,GB/KME/EO-898,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,08/06/2020,
00,,M1A1373,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,08/06/2020,
00,,M1A1375,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,0.00,USD,03/06/2020,
00,,PPO017053,555A,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-a,In-Process,654.41,USD,01/06/2020,
00,,GB/KME/DS-12588,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,14/05/2020,
00,,PPO016989,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,13/05/2020,
00,,M1A1355,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,11/05/2020,
00,,,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,68.02,USD,07/05/2020,
00,,GB/KME/EO-637,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,1058.37,USD,05/05/2020,
00,,EO-490 (Revised),536C,REG,Galadari Trucks & Heavy Equipment,ANNALIZA,In-Process,0.00,USD,23/04/2020,
00,,GB/KME/EO-530,536C-AAQ,REG,Galadari Trucks & Heavy Equipment,536C-AAQ,In-Process,0.00,USD,22/04/2020,
00,,11BM302,9801,REG,KOMATSU PARTS ASIA CO LTD,ANNALIZA,In-Process,0.00,USD,16/04/2020,
00,,GB/KME/EO-452,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,14/04/2020,
00,,M1A1313,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,0.00,USD,09/04/2020,
00,,PPO016867,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,01/04/2020,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,01/04/2020,
00,,GB/KME/DS-12195,536C-AAQ,REG,Galadari Trucks & Heavy Equipment,536C-AAQ,In-Process,0.00,USD,31/03/2020,
00,,M1A1295,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,29/03/2020,
00,,PPO016836,555A,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-a,In-Process,9.05,USD,26/03/2020,
00,,M1A1290,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,24/03/2020,
00,,,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,132.70,USD,24/03/2020,
00,,PPO-FOC,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-r,In-Process,126.30,USD,23/03/2020,
00,,PPO-FOC,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-j,In-Process,126.30,USD,23/03/2020,
00,,M1A1280,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,247822.99,USD,19/03/2020,
00,,GB/KME/EO-99816,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,12/03/2020,
00,,HW ORDER,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,1123.03,USD,09/03/2020,
00,,HW-ALJ-040320,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,TONY,In-Process,4818.15,USD,04/03/2020,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,02/03/2020,
00,,GB/KME/SO-11820,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,2077.94,USD,18/02/2020,
00,,DISCREPANCY,DS01,REG,KME - DISCREPANCY /SHORTAGE,ANNALIZA,In-Process,0.00,USD,17/02/2020,
00,,K-017X-2,533K,REG,Y.K.Almoayyed & Sons B.S.C.,prasanth,In-Process,0.00,USD,17/02/2020,
00,,XXXX,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,0.00,USD,16/02/2020,
00,,M1A1132,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,0.00,USD,13/02/2020,
00,,12345,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,13/02/2020,
00,,GB/KME/DS-11759A,536C-SP,REG,Galadari Trucks & Heavy Equipment,536C-SP,In-Process,0.00,USD,11/02/2020,
00,,RESERVE-GTHE,9111,REG,Komatsu Europe Int'l,maria,In-Process,0.00,USD,10/02/2020,
00,,RESERVE ,9111,REG,Komatsu Europe Int'l,maria,In-Process,0.00,USD,10/02/2020,
00,,PPO016446,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-j,In-Process,0.00,USD,05/02/2020,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,05/02/2020,
00,,PPO016441-01,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,agafoor-j,In-Process,0.00,USD,04/02/2020,
00,,M1A1038,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,0.00,USD,27/01/2020,
00,,M1A1016,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,23/01/2020,
00,,M1A0975,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,0.00,USD,21/01/2020,
00,,M1A0975,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,0.00,USD,20/01/2020,
00,,,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-d,In-Process,0.00,USD,19/01/2020,
00,,GB/KME/SO-11501,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,1129.68,USD,16/01/2020,
00,,xxxx,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,0.00,USD,16/01/2020,
00,,K-004X,533K,REG,Y.K.Almoayyed & Sons B.S.C.,prasanth,In-Process,0.00,USD,16/01/2020,
00,,GB/KME/SO-11433,536C-GR,REG,Galadari Trucks & Heavy Equipment,536C-GR,In-Process,5012.40,USD,09/01/2020,
00,,PPO016279-01,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,agafoor-r,In-Process,0.00,USD,08/01/2020,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,9869.15,USD,07/01/2020,
00,,GB/KME/EO-99138,536C-SP,REG,Galadari Trucks & Heavy Equipment,536C-SP,In-Process,0.00,USD,02/01/2020,
00,,PPO016224,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,agafoor-r,In-Process,193.57,USD,01/01/2020,
00,,M1A0927,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,31/12/2019,
00,,PPO016186+1,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-d,In-Process,662.14,USD,26/12/2019,
00,,GB/KME/DS-11292FC,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,26.60,USD,25/12/2019,
00,,PPO016174,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-r,In-Process,0.00,USD,24/12/2019,
00,,PPO016143,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-r,In-Process,0.00,USD,22/12/2019,
00,,M1A0889,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,19/12/2019,
00,,HW ORDER,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,1205.16,USD,18/12/2019,
00,,HW ORDER,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,13489.20,USD,17/12/2019,
00,,PPO016086,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-j,In-Process,47662.02,USD,15/12/2019,
00,,GB/KME/EO-98889,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,11/12/2019,
00,,HW ORDER,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,957.02,USD,10/12/2019,
00,,GB/KME/SO-11110,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,3804.00,USD,05/12/2019,
00,,GB/KME/EO-98802,536C-AAQ,REG,Galadari Trucks & Heavy Equipment,536C-AAQ,In-Process,0.00,USD,04/12/2019,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,04/12/2019,
00,,GB/KME/EO-98794,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,04/12/2019,
00,,TOOL FOR SO,9961S,REG,KME SERVICE,MALIK,In-Process,11036.70,USD,24/11/2019,
00,,TOOL FOR EO,9961S,REG,KME SERVICE,MALIK,In-Process,10914.34,USD,24/11/2019,
00,,PPO015930,555A,REG,Abdul Latif Jameel Machinery Trading Co. LTD,agafoor-a,In-Process,0.00,USD,21/11/2019,
00,,555J-HW,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,tony,In-Process,1123.91,USD,21/11/2019,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,20/11/2019,
00,,PPO015905-K6-01,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,agafoor-r,In-Process,0.00,USD,20/11/2019,
00,,363-2019,530L,REG,Egyptian International Motors Company,ynabil,In-Process,2961.17,USD,11/11/2019,
00,,PPO015789,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-j,In-Process,545.82,USD,07/11/2019,
00,,362-2019,530L,REG,Egyptian International Motors Company,ynabil,In-Process,54.84,USD,05/11/2019,
00,,EMI- Re-Served ,530L,REG,Egyptian International Motors Company,tony,In-Process,0.00,USD,04/11/2019,
00,,GB/KME/EO-98458,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,03/11/2019,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,103325.73,USD,03/11/2019,
00,,357-2019,530L,REG,Egyptian International Motors Company,ynabil,In-Process,0.00,USD,03/11/2019,
00,,Tools,9961S-J,REG,KOMATSU MIDDLE EAST-SERVICE DEPT,MALIK,In-Process,126.18,USD,28/10/2019,
00,,PPO015681,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-r,In-Process,0.00,USD,27/10/2019,
00,,PPO015647-5648,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,agafoor-j,In-Process,12.64,USD,23/10/2019,
00,,TEST,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,0.00,USD,22/10/2019,
00,,21-10-19-tools,9961S-J,REG,KOMATSU MIDDLE EAST-SERVICE DEPT,MALIK,In-Process,215.40,USD,21/10/2019,
00,,GB/KME/DS-10714,536C-SP,REG,Galadari Trucks & Heavy Equipment,536C-SP,In-Process,0.00,USD,14/10/2019,
00,,GB/KME/DS-10696,536C-GR,REG,Galadari Trucks & Heavy Equipment,536C-GR,In-Process,0.00,USD,12/10/2019,
00,,PPO015507-SW+1,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-r,In-Process,0.00,USD,09/10/2019,
00,,HW ORDER,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,2090.13,USD,08/10/2019,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,07/10/2019,
00,,M1A0563,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,0.00,USD,30/09/2019,
00,,GB/KME/EO-98060,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,30/09/2019,
00,,GB/KME/SO-10587,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,29/09/2019,
00,,12368,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,29/09/2019,
00,,12361,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,25/09/2019,
00,,GB/KME/EO-98002,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,24/09/2019,
00,,GB/KME/EO-97990,536C-SP,REG,Galadari Trucks & Heavy Equipment,536C-SP,In-Process,0.00,USD,24/09/2019,
00,,M1A0545,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,0.00,USD,23/09/2019,
00,,TEST 2,536C,REG,Galadari Trucks & Heavy Equipment,ANNALIZA,In-Process,218876.56,USD,19/09/2019,
00,,TEST,536C,REG,Galadari Trucks & Heavy Equipment,ANNALIZA,In-Process,218876.56,USD,19/09/2019,
00,,HW ORDER,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,17498.42,USD,17/09/2019,
00,,GB/KME/EO-97907,536C-SP,REG,Galadari Trucks & Heavy Equipment,536C-SP,In-Process,0.00,USD,16/09/2019,
00,,GB/KME/EO-97904,536C-SPT,REG,Galadari Trucks & Heavy Equipment,536C-SPT,In-Process,0.00,USD,16/09/2019,
00,,Michael-15092019,9961S-J,REG,KOMATSU MIDDLE EAST-SERVICE DEPT,MALIK,In-Process,254.86,USD,15/09/2019,
00,,HW ORDER,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,6036.54,USD,09/09/2019,
00,,PPO015298,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-j,In-Process,0.00,USD,08/09/2019,
00,,GB/KME/EO-97820,536C-SP,REG,Galadari Trucks & Heavy Equipment,536C-SP,In-Process,0.00,USD,08/09/2019,
00,,GB/KME/SO-10374,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,83552.00,USD,03/09/2019,
00,,GB/KME/EO-97782,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,03/09/2019,
00,,GB/KME/DS-10356,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,01/09/2019,
00,,12294,536K,REG,DAR AL HAI,aasqar-k,In-Process,196.00,USD,29/08/2019,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,29/08/2019,
00,,m1a0000,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,70.91,USD,28/08/2019,
00,,GB/KME/DS-10320,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,26/08/2019,
00,,Shahdab GTHE MMC Ord,DS01,REG,KME - DISCREPANCY /SHORTAGE,ANNALIZA,In-Process,0.00,USD,26/08/2019,
00,,Shahdab GTHE MMC Ord,DS01,REG,KME - DISCREPANCY /SHORTAGE,ANNALIZA,In-Process,0.00,USD,26/08/2019,
00,,Shahdab GTHE MMC Ord,DS01,REG,KME - DISCREPANCY /SHORTAGE,ANNALIZA,In-Process,0.00,USD,26/08/2019,
00,,Shahdab GTHE MMC Ord,DS01,REG,KME - DISCREPANCY /SHORTAGE,ANNALIZA,In-Process,0.00,USD,26/08/2019,
00,,Shahdab GTHE MMC Ord,DS01,REG,KME - DISCREPANCY /SHORTAGE,ANNALIZA,In-Process,0.00,USD,26/08/2019,
00,,Shahdab GTHE MMC Ord,DS01,REG,KME - DISCREPANCY /SHORTAGE,ANNALIZA,In-Process,0.00,USD,26/08/2019,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,21/08/2019,
00,,M1A0420,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,20/08/2019,
00,,PPO015178,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,08/08/2019,
00,,PPO015157,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,06/08/2019,
00,,21A 636667,9111,REG,Komatsu Europe Int'l,MALIK,In-Process,0.00,USD,06/08/2019,
00,,PPO015153+1,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-d,In-Process,0.00,USD,05/08/2019,
00,,GB/KME/SO-10157,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,01/08/2019,
00,,PPO015137,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-d,In-Process,0.00,USD,01/08/2019,
00,,PPO015028,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,mowais-d,In-Process,1189.65,USD,30/07/2019,
00,,M1A0361,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,30/07/2019,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,29/07/2019,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,29/07/2019,
00,,ALJ HW,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,27706.91,USD,29/07/2019,
00,,M1A0355,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,0.00,USD,29/07/2019,
00,,M1A0355,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,522K-SP,In-Process,0.00,USD,29/07/2019,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,27/07/2019,
00,,GTHE EXCESS CLAIMS,536C,REG,Galadari Trucks & Heavy Equipment,ANNALIZA,In-Process,0.00,USD,25/07/2019,
00,,DISCREPANCY,DS01,REG,KME - DISCREPANCY /SHORTAGE,ANNALIZA,In-Process,16147.05,USD,18/07/2019,
00,,,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-d,In-Process,105.63,USD,17/07/2019,
00,,test,536C,REG,Galadari Trucks & Heavy Equipment,MALIK,In-Process,135.82,USD,16/07/2019,
00,,GB/KME/DS-9401,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,13/07/2019,
00,,M1A9588,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,09/07/2019,
00,,RESERVE,9447,REG,KOMATSU BRASIL INTERNATIONAL LTDA. (KBI),maria,In-Process,0.00,USD,09/07/2019,
00,,PPO014959,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-d,In-Process,0.00,USD,09/07/2019,
00,,DSO-190722,9999,REG,KOMATSU LIMITED,MALIK,In-Process,377.48,USD,08/07/2019,
00,,PPO014945-SW-1,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,08/07/2019,
00,,JEFFREY-04072019,536C,REG,Galadari Trucks & Heavy Equipment,MALIK,In-Process,4182.46,USD,04/07/2019,
00,,GB/KME/DS-9935,536C-SP,REG,Galadari Trucks & Heavy Equipment,536C-SP,In-Process,0.00,USD,03/07/2019,
00,,,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,19.04,USD,24/06/2019,
00,,,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-r,In-Process,40.11,USD,19/06/2019,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,65.94,USD,16/06/2019,
00,,GB/KME/EO-96907,536C-AAQ,REG,Galadari Trucks & Heavy Equipment,536C-AAQ,In-Process,0.00,USD,15/06/2019,
00,,GB/KME/EO-96899,536C-AAQ,REG,Galadari Trucks & Heavy Equipment,536C-AAQ,In-Process,0.00,USD,13/06/2019,
00,,HW ORDER,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,11382.44,USD,13/06/2019,
00,,GB/KME/EO-96870,536C-AAQ,REG,Galadari Trucks & Heavy Equipment,536C-AAQ,In-Process,0.00,USD,12/06/2019,
00,,GB/KME/SO-9784,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,325.07,USD,10/06/2019,
00,,,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,52.26,USD,08/06/2019,
00,,PPO014740,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-d,In-Process,0.00,USD,02/06/2019,
00,, GB/KME/EO-96812,536C-SP,REG,Galadari Trucks & Heavy Equipment,536C-SP,In-Process,0.00,USD,01/06/2019,
00,,PPO014716,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-j,In-Process,0.00,USD,29/05/2019,
00,,Parts Reserve for Qa,DS01,REG,KME - DISCREPANCY /SHORTAGE,ANNALIZA,In-Process,6600.00,USD,28/05/2019,
00,,PPO014686,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-r,In-Process,0.00,USD,27/05/2019,
00,,GB/KME/EO-96772,536C-SP,REG,Galadari Trucks & Heavy Equipment,536C-SP,In-Process,0.00,USD,26/05/2019,
00,,GB/KME/SO-9725,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,23/05/2019,
00,,GB/KME/SO-9705,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,1625.35,USD,21/05/2019,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,20/05/2019,
00,,PPO014657+1,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,16/05/2019,
00,,PPO014650+1,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-d,In-Process,0.00,USD,15/05/2019,
00,,PPO014646+1,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-r,In-Process,0.00,USD,14/05/2019,
00,,12074,536K,REG,DAR AL HAI,aasqar-k,In-Process,402.80,USD,14/05/2019,
00,,HW ORDER,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,2201.55,USD,13/05/2019,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,07/05/2019,
00,,M1A0056,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,07/05/2019,
00,,1090MXS115L & 1090MX,MISC1,REG,MISC (USD),ANNALIZA,In-Process,0.00,USD,06/05/2019,
00,,GB/KME/DS-9605,536C-SP,REG,Galadari Trucks & Heavy Equipment,536C-SP,In-Process,0.00,USD,05/05/2019,
00,,PPO014579,555A,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-a,In-Process,2106.70,USD,05/05/2019,
00,,,536I,REG,DAR AL HAI,aasqar-i,In-Process,249.24,USD,02/05/2019,
00,,1234,536Y,REG,DAR AL HAI,aasqar-y,In-Process,0.00,USD,02/05/2019,
00,,PPO014344,555A,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-a,In-Process,0.00,USD,02/05/2019,
00,,HW ORDER,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,6523.60,USD,30/04/2019,
00,,PPO014525,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-r,In-Process,0.00,USD,29/04/2019,
00,,PPO014503,555A,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-a,In-Process,0.00,USD,29/04/2019,
00,,K-296W,533K,REG,Y.K.Almoayyed & Sons B.S.C.,prasanth,In-Process,0.00,USD,23/04/2019,
00,,GB/KME/EO-96465,536C-AAQ,REG,Galadari Trucks & Heavy Equipment,536C-AAQ,In-Process,0.00,USD,21/04/2019,
00,,GB/KME/EO-96464,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,21/04/2019,
00,,GB/KME/SO-9492,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,18/04/2019,
00,,NEW WSHE,DS01,REG,KME - DISCREPANCY /SHORTAGE,ANNALIZA,In-Process,2651.08,USD,17/04/2019,
00,,GB/KME/EO-96421,536C-AAQ,REG,Galadari Trucks & Heavy Equipment,536C-AAQ,In-Process,0.00,USD,16/04/2019,
00,,12010,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,15/04/2019,
00,,12003,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,14/04/2019,
00,,PPO014368,555A,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-a,In-Process,0.00,USD,10/04/2019,
00,,PPO-MOT,555M,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-m,In-Process,0.00,USD,09/04/2019,
00,,KME-Saudi-07-04-19,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,41.66,USD,07/04/2019,
00,,JBL-KME-SO-0704-3488,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,0.00,USD,07/04/2019,
00,,PPO-EPSA,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-j,In-Process,353.74,USD,02/04/2019,
00,,WAEL'S REQUEST 3/27,MISC1,REG,MISC (USD),ANNALIZA,In-Process,48471.99,USD,27/03/2019,
00,,HW-JBL-270319,5241,REG,JAFFER BROTHERS (PVT) LIMITED,tony,In-Process,5913.10,USD,27/03/2019,
00,,REQUEST FROM WAEL,MISC1,REG,MISC (USD),ANNALIZA,In-Process,0.00,USD,26/03/2019,
00,,GB/KME/SO-9307,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,7286.40,USD,25/03/2019,
00,,11964,536I,REG,DAR AL HAI,tony,In-Process,0.00,USD,25/03/2019,
00,,GB/KME/SO-9306,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,2116.45,USD,25/03/2019,
00,,NOC from FANR ,MISC1,REG,MISC (USD),ANNALIZA,In-Process,3053.51,USD,25/03/2019,
00,,WT SHORT 03.24.19,MISC1,REG,MISC (USD),ANNALIZA,In-Process,9687.33,USD,24/03/2019,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,10808.48,USD,24/03/2019,
00,,GB/KME/DS-9295,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,24/03/2019,
00,,S A Tool order,9961S-J,REG,KOMATSU MIDDLE EAST-SERVICE DEPT,MALIK,In-Process,275.78,USD,23/03/2019,
00,,WT SHORT MAR. 21,MISC1,REG,MISC (USD),ANNALIZA,In-Process,662.20,USD,21/03/2019,
00,,GB/KME/EO-96059,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,21/03/2019,
00,,2633594 ,9361,REG,KOMATSU AMERICA CORP.,tony,In-Process,1779.04,USD,20/03/2019,
00,,GB/KME/EO-96037,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,19/03/2019,
00,,WT SHORT 03.19.2019,MISC1,REG,MISC (USD),ANNALIZA,In-Process,7.83,USD,19/03/2019,
00,,WT SHORT 03.18.2019,MISC1,REG,MISC (USD),ANNALIZA,In-Process,11.41,USD,18/03/2019,
00,,WT SHORT 03.16.2019,MISC1,REG,MISC (USD),ANNALIZA,In-Process,1583.57,USD,17/03/2019,
00,,test,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,0.00,USD,16/03/2019,
